GEOID,long,lat,Tract,Boroughs,Total population,Percent Male,Over_16_year,Over_18_year,Over_60_year,Median_Household_Income,Percentage_college_degree,Unemployment_rate,Race_White,Race_Black,Race_NativeAmerican,Race_Asian,Race_Other,Schools,Recreational,Criminal_Justice,Health,Pharmacy,Mental_Heath,Disabilities,Daycare,Senior_homes,Homeless_shelters,Transport,Waste_Management,BURGLARY,FELONY_ASSAULT,GRAND_LARCENY,GRAND_LARCENY_ MOTOR_VEHICLE,MURDER,RAPE,ROBBERY,Total_Felony,FelonyBucket
36047036700,-73.904991,40.677543,367,Kings,1285,50.6614786,81.9,77.6,17.7,40679,45.7,14.1,11%,57%,0%,3%,30%,0,0,0,0,1,1,0,2,0,2,0,1,5,15,32,4,1,0,17,74,7
36047036900,-73.9092205,40.68012419,369,Kings,4785,43.63636364,71.4,67.4,8.8,30000,40.8,12.3,7%,70%,0%,1%,22%,0,0,0,0,0,0,0,0,0,0,0,0,10,26,16,4,0,0,17,73,7
36047037000,-73.96313139,40.58818297,370,Kings,4085,47.36842105,81.2,77.9,19.9,66993,53.6,7.3,68%,0%,0%,29%,3%,0,0,0,1,0,0,0,0,0,0,0,0,6,1,5,1,0,0,1,14,2
36047037100,-73.91389747,40.68018718,371,Kings,4357,45.67362864,78.7,75.4,12.2,44617,34.9,13.4,1%,93%,0%,1%,5%,4,0,0,0,0,0,0,0,1,1,0,0,8,7,16,1,0,0,12,44,6
36047037300,-73.91566139,40.68495707,373,Kings,3918,43.79785605,76.8,75.3,19.2,30426,44.6,14.8,9%,70%,0%,1%,20%,2,0,0,0,0,3,2,2,0,2,0,0,10,17,5,3,0,0,16,51,6
36047037401,-73.96752541,40.58799136,374.01,Kings,4177,45.6068949,83.8,81.3,32.1,52083,60.7,10.6,89%,2%,3%,5%,1%,0,0,0,0,0,0,0,0,0,0,0,0,9,11,17,3,0,0,2,42,6
36047037402,-73.97167807,40.58604414,374.02,Kings,4367,38.40164873,83.3,80.2,37.6,26445,38.1,11.1,73%,5%,0%,12%,10%,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,11,0,0,5,42,6
36047037500,-73.92155153,40.68814425,375,Kings,3228,47.11895911,71.3,68.6,11.9,43942,48.4,14.7,11%,80%,0%,3%,6%,0,0,0,0,0,0,0,0,0,0,0,0,9,15,14,1,1,0,14,54,6
36047037700,-73.92030205,40.68445155,377,Kings,4123,43.65753092,84.3,82.5,13.2,47093,38.2,9.8,9%,78%,1%,4%,8%,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,6,0,0,13,49,6
36047037900,-73.91940189,40.68038774,379,Kings,3412,41.58851114,81.4,79.8,16,41154,20.8,11.7,4%,91%,0%,0%,5%,3,0,0,1,0,0,0,0,0,4,0,0,11,14,16,0,0,0,9,50,6
36047038100,-73.92581848,40.68037826,381,Kings,5047,41.48999406,75.3,72.7,18.8,23664,25.4,17.1,4%,86%,0%,0%,9%,1,0,1,1,1,1,1,2,0,1,0,0,10,19,15,6,1,0,23,74,7
36047038200,-73.98114047,40.59156706,382,Kings,5841,44.23900017,75.4,71.2,16.6,16888,37.5,22.1,16%,43%,0%,24%,17%,0,0,0,0,0,0,0,1,0,0,0,0,0,13,3,2,0,0,9,27,4
36047038300,-73.92670936,40.68465457,383,Kings,4509,43.88999778,74.4,72.8,14.9,57835,30.4,8.9,7%,86%,0%,1%,6%,0,0,0,0,0,0,0,0,0,0,0,0,15,15,11,3,0,0,15,59,6
36047038500,-73.92707646,40.68753723,385,Kings,3404,46.85663925,83.9,78.9,17.7,38333,23.5,17.9,15%,75%,0%,2%,8%,1,0,0,3,2,2,0,0,0,2,0,0,17,14,9,2,0,0,8,50,6
36047038600,-73.97593009,40.59296052,386,Kings,3494,52.00343446,77.4,76.6,20.2,43603,30.9,7.8,54%,0%,0%,41%,5%,3,0,1,0,0,0,2,5,0,0,0,0,6,4,21,3,1,0,8,43,6
36047038700,-73.92760168,40.690977,387,Kings,3951,48.54467223,79,76.8,10.8,29882,24.5,24.1,19%,68%,0%,8%,5%,9,0,0,3,0,2,0,1,0,2,0,0,17,16,20,4,0,8,6,71,7
36047038800,-73.96960368,40.59307877,388,Kings,4122,48.18049491,74.7,72.2,24.6,47616,29.7,9.9,85%,1%,0%,6%,8%,0,0,0,0,0,1,0,0,0,0,0,0,4,0,11,1,0,0,0,16,3
36047038900,-73.93706826,40.69928035,389,Kings,3331,53.16721705,80.3,78.1,9.7,43326,32.3,9.4,35%,6%,4%,6%,49%,0,0,0,0,0,1,0,0,0,0,0,0,12,18,39,5,1,0,16,91,7
36047039000,-73.96418855,40.59289464,390,Kings,2318,51.25107852,74.5,71.7,19.5,45320,40.9,3.3,92%,0%,1%,7%,0%,5,0,0,0,0,0,0,1,0,1,0,0,9,3,9,2,0,0,1,24,4
36047039100,-73.933045,40.69944743,391,Kings,3187,51.55318481,75.5,71.7,11.1,37841,36,15.9,30%,21%,0%,4%,45%,3,1,1,0,0,0,0,2,0,1,1,0,7,7,11,3,0,0,5,33,5
36047039200,-73.96306479,40.59606057,392,Kings,2714,45.87324982,72.4,70.8,25.3,35550,64.2,11.6,85%,2%,0%,12%,1%,0,0,0,0,0,1,0,1,0,1,0,0,1,1,4,3,0,0,1,10,1
36047039300,-73.93054475,40.69560656,393,Kings,3768,46.57643312,83,80.5,9.8,54583,46.7,12.3,44%,43%,2%,2%,8%,6,0,0,1,0,0,2,2,1,1,0,0,8,8,14,1,0,0,7,38,5
36047039400,-73.96494376,40.59859518,394,Kings,2152,50.0929368,76.1,72.4,13.8,44722,46.7,18.7,88%,0%,1%,2%,9%,1,0,0,1,0,0,0,0,0,0,0,0,1,2,10,1,0,0,3,17,3
36047039500,-73.92505777,40.692941,395,Kings,3847,53.96412789,78.2,74.6,15.1,25842,41.6,19.5,49%,33%,0%,8%,11%,5,1,1,2,0,3,0,8,0,4,0,1,11,10,15,1,0,0,10,47,6
36047039600,-73.97028116,40.59725111,396,Kings,1992,41.71686747,71,67.7,20.1,45765,48.6,10.1,94%,0%,0%,3%,3%,0,0,0,0,0,0,0,4,0,2,0,0,1,0,5,0,0,0,0,6,1
36047039700,-73.91937594,40.68885974,397,Kings,3062,48.69366427,82.9,79.7,16,35160,54.7,17.9,31%,59%,2%,2%,6%,2,0,0,1,0,0,0,0,0,0,0,0,12,27,16,10,0,0,19,84,7
36047039800,-73.97568836,40.59529906,398,Kings,2699,48.01778436,81.3,79.1,17.8,44808,45.6,12.5,50%,0%,1%,37%,12%,1,0,0,0,0,0,0,2,0,0,0,0,6,2,6,3,0,0,3,20,3
36047039900,-73.91793188,40.69037496,399,Kings,3680,43.80434783,76.6,74.5,12.9,39233,64.5,15.3,33%,53%,0%,1%,13%,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,6,0,0,10,45,6
36047040000,-73.97622074,40.59784185,400,Kings,3623,50.67623516,74,73.6,20.5,43690,32.3,11.7,43%,0%,0%,44%,13%,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,0,6,27,4
36047040100,-73.91345582,40.68644695,401,Kings,3379,46.49304528,84.4,81.7,10.5,42052,33.2,13.7,22%,59%,0%,1%,18%,1,0,0,0,0,0,0,3,0,1,1,0,8,14,14,2,0,0,13,51,6
36047040200,-73.98305435,40.5958697,402,Kings,2490,55.22088353,85.5,84.6,23.1,40978,45.5,3.5,47%,0%,2%,48%,3%,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,2,1,0,9,32,5
36047040300,-73.90815091,40.68444391,403,Kings,3985,43.28732748,72.5,71,14.3,26566,31.8,25.8,16%,64%,0%,1%,19%,0,0,0,0,0,0,0,0,0,0,0,0,6,9,16,6,0,0,14,51,6
36047040400,-73.98585919,40.6023531,404,Kings,2279,48.53005704,90.7,88.5,23.9,39461,78.1,11.3,55%,0%,0%,39%,6%,3,0,0,1,0,0,0,1,0,2,0,0,0,1,4,1,0,0,3,9,1
36047040500,-73.905564,40.6814991,405,Kings,1445,51.00346021,81,79.9,9.9,50179,42.6,24,31%,43%,0%,5%,21%,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,3,0,0,6,31,5
36047040600,-73.98237362,40.60068577,406,Kings,3030,47.62376238,78.6,76.3,15.3,45486,42.9,12,45%,1%,0%,47%,7%,3,0,0,0,0,0,1,0,0,1,0,0,0,5,4,1,0,0,0,10,1
36047040700,NA,NA,407,Kings,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
36047040800,-73.9795166,40.60132153,408,Kings,3125,47.008,83.3,82.1,22,45511,60.8,15.5,38%,3%,0%,54%,5%,0,0,1,0,0,0,2,1,0,0,0,0,2,4,2,0,0,0,1,9,1
36047040900,-73.90434967,40.69121657,409,Kings,3944,40.6693712,78.8,74.4,10.4,34547,45.3,14.6,33%,30%,0%,1%,36%,13,1,0,2,0,0,0,2,1,0,4,0,8,3,4,2,0,0,7,24,4
36047041000,-73.975437,40.60123863,410,Kings,1794,49.55406912,87,84.3,30.9,47424,50,17.8,77%,1%,0%,18%,4%,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,1,0,0,1,12,2
36047041100,-73.90703406,40.6877835,411,Kings,3380,45.68047337,79.9,74.2,21,35632,63,10.7,15%,41%,0%,0%,44%,1,0,0,0,0,0,2,1,0,0,0,0,4,2,4,0,0,0,5,15,2
36047041200,-73.97425453,40.60424124,412,Kings,2728,45.34457478,81.6,75.6,18.8,47371,42.8,7.5,76%,0%,0%,14%,10%,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,1,0,0,2,21,4
36047041300,-73.91097206,40.68972719,413,Kings,3895,44.51861361,79.4,77.4,16.2,38350,37.2,10.5,34%,41%,2%,1%,22%,0,0,0,0,0,1,4,0,1,0,0,0,17,6,10,1,0,0,6,40,5
36047041401,-73.971361,40.601713,414.01,Kings,1265,46.08695652,84.3,83.9,22.5,48750,69.4,10.1,90%,0%,0%,7%,3%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,8,1
36047041402,-73.96807771,40.60305193,414.02,Kings,1735,47.4351585,77.7,75.4,30.9,31063,21.1,8.8,100%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,8,1
36047041500,-73.91461207,40.69191313,415,Kings,4238,40.82114205,76.7,74.9,9.4,51386,38.4,19.9,41%,47%,1%,2%,8%,1,0,0,1,0,1,0,0,0,0,0,0,6,7,1,6,0,0,5,25,4
36047041600,-73.96339041,40.60262459,416,Kings,2736,51.24269006,73.1,68.9,18.8,44679,40.5,8.3,82%,2%,0%,6%,11%,0,0,0,0,0,0,0,0,0,0,0,0,7,2,7,2,0,0,0,18,3
36047041700,-73.91814086,40.69383079,417,Kings,3389,45.38211862,78,74.2,18.4,27552,42.6,22.1,48%,26%,0%,9%,17%,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,4,0,0,9,32,5
36047041800,-73.96475194,40.60569339,418,Kings,2024,47.18379447,68.9,65.1,26.3,24984,32.1,8.8,93%,3%,0%,3%,1%,0,0,0,2,0,3,5,0,0,1,0,0,0,1,6,1,0,0,4,12,2
36047041900,-73.9210364,40.695473,419,Kings,4048,47.18379447,76.2,72.1,10.5,37763,42.6,20,49%,30%,3%,1%,16%,2,1,0,2,0,2,7,1,0,0,0,0,7,1,3,2,0,0,4,17,3
36047042000,-73.96457126,40.608973,420,Kings,1979,47.65032845,66,60.9,14.2,50000,36.1,4.2,87%,0%,1%,6%,5%,1,1,1,1,0,2,0,1,0,0,0,0,2,2,2,1,0,0,4,11,2
36047042100,-73.92396112,40.69733571,421,Kings,3839,51.83641573,85,84.6,16.8,32864,14.3,16.2,51%,23%,2%,6%,18%,0,0,0,7,0,4,0,2,1,0,0,0,12,3,4,3,0,0,5,27,4
36047042200,-73.97007583,40.60689961,422,Kings,2993,49.68259272,79.8,74.5,19.4,60250,37.7,4.5,81%,2%,0%,12%,6%,0,0,0,0,0,0,0,1,0,1,0,0,9,1,10,3,0,0,6,29,4
36047042300,-73.927481,40.69894189,423,Kings,4851,53.57658215,82,79,10.5,45648,25.7,13.4,61%,17%,2%,5%,15%,1,1,0,1,0,0,2,0,0,0,0,0,12,8,9,4,0,0,11,44,6
36047042400,-73.9759566,40.6067704,424,Kings,3113,56.98682942,86.8,84.7,19.8,41977,59.4,10.3,67%,1%,1%,26%,5%,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,2,0,0,3,11,2
36047042500,-73.93140262,40.70144571,425,Kings,2665,50.99437148,74.6,72.8,4.7,42309,51.8,17.8,39%,14%,0%,2%,45%,2,0,1,2,0,0,2,1,0,2,0,0,18,2,6,3,0,0,5,34,5
36047042600,-73.98051283,40.60583783,426,Kings,4417,43.9891329,86.4,84.3,24.7,45878,36.9,11.7,47%,2%,0%,44%,7%,3,1,0,0,0,0,3,4,0,1,0,0,1,2,13,2,0,0,4,22,4
36047042700,-73.92795494,40.70381811,427,Kings,5773,53.45574225,78.3,76.6,3.4,45115,21,13.7,49%,12%,0%,4%,36%,0,0,0,0,0,0,0,0,0,0,0,0,28,16,13,1,0,0,4,62,7
36047042800,-73.98506317,40.60612709,428,Kings,4036,48.2160555,83.7,82.4,27.7,49511,32.5,8.4,66%,1%,0%,29%,5%,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,0,3,12,2
36047042900,-73.923689,40.70176027,429,Kings,5835,51.1739503,79.3,76.9,6.6,44894,27.1,13.2,49%,13%,0%,2%,36%,0,0,0,0,0,0,0,0,0,0,0,0,31,10,8,1,1,0,15,66,7
36047043000,-73.98512741,40.60918017,430,Kings,3080,46.98051948,86,85.7,28.6,40771,42.5,8.2,54%,0%,0%,41%,5%,0,0,0,1,0,0,0,0,0,0,0,0,1,2,6,1,0,0,5,15,2
36047043100,-73.91989647,40.69951082,431,Kings,5695,49.48200176,79.1,77.6,9.9,35867,35.3,12.5,39%,12%,0%,13%,36%,3,0,0,3,3,3,7,1,0,0,1,0,28,7,28,1,0,0,10,74,7
36047043200,-73.98117019,40.61119069,432,Kings,4730,53.25581395,84,80.3,17.8,42462,41.8,8,60%,1%,1%,36%,3%,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,0,0,2,21,4
36047043300,-73.91616359,40.69766729,433,Kings,4370,48.71853547,72.4,70.1,11.8,32883,55,18.2,45%,26%,1%,6%,23%,0,0,0,0,0,0,0,0,0,0,0,0,11,8,9,4,2,12,6,52,6
36047043400,-73.9770735,40.61034406,434,Kings,3472,52.44815668,83.4,82.3,19,44375,32.6,12.2,68%,2%,0%,27%,4%,0,0,1,0,0,2,2,2,1,2,2,0,4,4,4,0,0,0,2,14,2
36047043500,-73.91226894,40.695293,435,Kings,5161,50.41658593,79.9,76.8,9.8,41990,35.5,19.4,47%,34%,0%,2%,17%,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,3,0,0,6,32,5
36047043600,-73.97773263,40.61276426,436,Kings,4360,46.14678899,86.2,83.9,27.1,42204,44,8,66%,0%,0%,31%,3%,0,0,0,0,0,0,1,0,0,0,0,0,1,7,9,3,0,0,1,21,4
36047043700,-73.90854535,40.69330329,437,Kings,6063,43.97163121,79.6,74.2,9.2,43316,30.1,16.4,49%,30%,0%,1%,20%,0,0,0,0,0,0,0,0,0,0,0,0,13,7,12,4,1,0,5,42,6
36047043800,-73.97195837,40.61029779,438,Kings,2531,50.33583564,74.5,72.8,20.4,38542,50.8,11.5,77%,1%,0%,10%,12%,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,1,11,2
36047043900,-73.90769275,40.69707114,439,Kings,4259,49.07255224,81.8,77.3,11.6,38582,39,15.8,45%,20%,0%,8%,28%,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,1,1,0,8,36,5
36047044000,-73.97199824,40.61307324,440,Kings,2637,49.94311718,77.1,72.4,25.5,46000,53,9.3,90%,0%,1%,1%,8%,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,2,0,0,2,15,2
36047044100,-73.91400994,40.70132467,441,Kings,6547,55.18558118,77.1,75.1,8,45049,35.3,10.2,36%,12%,1%,9%,41%,0,0,0,0,0,0,0,0,0,0,0,0,22,8,10,4,0,0,14,58,6
36047044200,-73.96563833,40.6124472,442,Kings,2675,44.71028037,72.1,69.6,20.7,45781,46.9,7.7,96%,0%,0%,3%,1%,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,0,0,0,0,6,1
36047044300,-73.91674381,40.70341588,443,Kings,6198,56.744111,80.8,77,6.6,52222,28.8,6.7,50%,6%,0%,9%,35%,0,0,0,0,0,0,0,0,0,0,0,0,20,3,9,1,0,0,6,39,5
36047044400,-73.96937844,40.61579394,444,Kings,3237,50.35526722,72.9,70.9,16.7,47794,51.1,9.7,86%,0%,2%,5%,7%,2,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,0,0,2,10,1
36047044500,-73.9196185,40.705377,445,Kings,4825,52.64248705,79.3,76.7,9.4,42198,41.5,7.9,49%,8%,1%,13%,30%,0,0,0,0,0,0,0,0,0,0,0,0,12,8,15,1,0,0,7,43,6
36047044600,-73.97598417,40.61513939,446,Kings,1933,53.85411278,89.6,87.8,25.1,58977,38.2,6.9,61%,1%,0%,32%,6%,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,2,9,1
36047044700,-73.92294724,40.70709143,447,Kings,2620,42.67175573,76.6,71.2,5,51333,56.3,14.3,46%,22%,0%,4%,28%,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,2,0,0,5,32,5
36047044800,-73.9738925,40.61790927,448,Kings,1936,52.94421488,81.7,79.2,20.8,54474,47,10.8,80%,1%,0%,8%,11%,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,0,0,0,12,2
36047044900,-73.93224027,40.71766022,449,Kings,3295,44.58270106,78.4,76,17.2,39375,51.1,11.4,37%,38%,0%,1%,24%,0,0,0,0,0,0,0,0,0,0,0,0,22,14,27,8,0,0,4,75,7
36047045000,-73.97286871,40.62187494,450,Kings,507,47.53451677,63.7,60.9,16.8,78438,72.7,8.4,100%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2,0,0,1,13,2
36047045200,-73.96852013,40.6207558,452,Kings,2672,48.05389222,71.7,69,30.5,65595,38.3,3,94%,0%,1%,2%,4%,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,1,7,1
36047045300,-73.92929484,40.70644276,453,Kings,2168,55.30442804,84.8,82.6,4.6,51100,12,16.1,48%,18%,0%,3%,31%,0,0,0,0,0,0,0,0,0,0,0,0,21,1,25,4,0,0,14,65,7
36047045400,-73.96477429,40.61837024,454,Kings,1918,43.43065693,75.8,70.1,18.2,45455,33.5,11.4,82%,1%,0%,6%,10%,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,12,2
36047045600,-73.96706394,40.62672744,456,Kings,2532,50.39494471,79.5,77.6,19,40068,60,5.7,89%,1%,0%,5%,6%,0,0,0,0,0,1,0,3,0,0,0,4,2,0,2,0,0,0,1,5,1
36047045800,-73.9694361,40.62651435,458,Kings,1508,54.9071618,78.3,72.2,21.5,67674,22.1,5.6,97%,1%,0%,1%,1%,1,0,1,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,1,8,1
36047046000,-73.96613038,40.63182144,460,Kings,3926,45.36423841,75.2,72,18.8,49517,68,7.4,49%,12%,0%,29%,9%,2,0,2,1,0,0,1,0,1,0,0,0,6,2,5,1,0,0,5,19,3
36047046201,-73.97377526,40.62746474,462.01,Kings,2660,43.72180451,76.8,74.7,26.2,37813,50.3,12,74%,0%,0%,18%,8%,9,1,3,3,0,0,5,2,2,3,1,1,0,0,5,0,0,0,0,5,1
36047046202,-73.9749345,40.62425321,462.02,Kings,2030,52.66009852,69,63,17.4,55588,27.2,5.5,90%,0%,0%,0%,10%,4,0,0,4,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,2,1
36047046400,-73.97814366,40.62500231,464,Kings,2826,51.84005662,60.4,54.4,13.2,47266,35.9,5.1,92%,0%,0%,7%,1%,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1
36047046800,-73.98115105,40.62173959,468,Kings,2151,41.28312413,54.1,50.3,8,28274,21.8,8.3,97%,0%,0%,2%,0%,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1
36047047000,-73.98680905,40.62556652,470,Kings,2763,54.6145494,61.3,56.5,22.8,43529,31.5,8.1,97%,1%,0%,1%,0%,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,8,1
36047047200,-73.9840461,40.6269509,472,Kings,2894,49.7926745,59.7,56.3,17.2,52034,20.2,5,99%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,5,1
36047047400,-73.98198605,40.62819074,474,Kings,3127,53.82155421,63.8,60.3,19.2,57895,50.2,5.3,95%,0%,0%,4%,1%,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,8,1
36047047600,-73.9799921,40.63043485,476,Kings,3929,52.68516162,62.9,59.1,14.5,47477,24.6,13.2,91%,2%,1%,0%,6%,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,11,2
36047047700,-73.94234643,40.71856891,477,Kings,3548,49.63359639,93.9,93.6,10.8,81659,43.3,3.3,79%,5%,0%,8%,7%,0,0,0,0,0,0,0,0,0,0,0,0,15,7,20,5,0,0,6,53,6
36047047800,-73.97931524,40.63391948,478,Kings,4690,55.01066098,62.4,58.3,9.7,28477,22.6,9.5,74%,0%,0%,3%,23%,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8,3,0,0,5,26,4
36047048000,-73.9745984,40.63057155,480,Kings,3416,51.72716628,67.4,66,12.5,41042,26.1,5.2,81%,2%,0%,11%,7%,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,1,1,6,6,27,4
36047048100,-73.93890469,40.71383394,481,Kings,2779,45.05217704,90.7,89.5,17.2,72891,33.8,13.6,76%,4%,0%,8%,12%,0,0,0,0,0,0,0,0,0,0,0,0,11,5,14,0,0,0,5,35,5
36047048200,-73.96973908,40.63298564,482,Kings,5976,50.41834003,72.4,71.1,16.6,30728,28.9,10,57%,6%,0%,30%,7%,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,0,3,14,2
36047048400,-73.97344677,40.63442409,484,Kings,5509,48.79288437,64.9,61.6,11.8,36939,36.8,5.5,75%,8%,0%,9%,8%,7,0,2,1,0,0,0,0,0,2,1,1,1,3,6,1,0,0,2,13,2
36047048500,-73.93619966,40.70727942,485,Kings,3241,60.53687134,93.3,93.1,7.4,79259,34.6,4.8,61%,7%,2%,4%,27%,0,0,0,0,0,0,0,0,0,0,0,0,21,7,41,9,1,0,10,89,7
36047048600,-73.97884818,40.63921832,486,Kings,3492,53.37915235,72.9,70.7,12.9,33833,36.8,4.8,34%,1%,1%,42%,21%,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,1,1,0,2,25,4
36047048800,-73.97635333,40.64094693,488,Kings,3945,47.37642586,76.4,72.8,17.9,45108,63.8,8.3,58%,5%,0%,25%,12%,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,1,17,3
36047048900,-73.93921589,40.70315958,489,Kings,3921,44.172405,76.5,74.8,22.3,20943,42.9,18.5,21%,44%,1%,1%,33%,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,0,0,0,7,31,5
36047049000,-73.97329543,40.63808029,490,Kings,5968,52.47989276,73.8,72.7,12.9,34306,56.2,9.8,61%,7%,0%,14%,17%,0,0,0,0,0,0,0,0,0,0,0,0,6,2,9,0,0,0,4,21,4
36047049100,-73.94506333,40.7035767,491,Kings,5848,48.56361149,83.3,82.4,24.6,33739,55.7,10.7,27%,21%,1%,30%,22%,0,0,0,0,0,0,0,0,0,0,0,0,26,20,34,4,1,0,16,101,7
36047049200,-73.97029884,40.6419892,492,Kings,3524,51.87287174,73.5,72.1,15.2,43350,43.8,11.7,46%,19%,0%,20%,15%,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,2,0,0,2,22,4
36047049300,-73.94135952,40.70793744,493,Kings,7628,42.09491348,81.8,79.9,15.2,32508,10.6,9.8,52%,15%,0%,3%,30%,0,0,0,0,0,0,0,0,0,0,0,0,25,16,24,10,1,0,9,85,7
36047049400,-73.97392053,40.64320958,494,Kings,5651,44.59387719,78.4,77,24.4,47441,43.8,7.7,61%,8%,1%,19%,10%,0,0,0,0,0,0,0,0,0,0,0,0,5,2,9,2,0,0,3,21,4
36047049500,-73.94344453,40.71237871,495,Kings,2680,47.12686567,92,90.4,10,65500,45.4,4.6,83%,0%,0%,10%,7%,0,0,0,0,0,0,0,0,0,0,0,0,22,8,18,5,0,0,7,60,6
36047049600,-73.98031692,40.64348204,496,Kings,4344,47.99723757,74.8,72,14.8,64009,51.7,6.3,44%,4%,0%,25%,27%,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,2,0,0,4,32,5
36047049700,-73.94460937,40.71662326,497,Kings,2914,45.12697323,95.6,95.6,13,75694,7.2,5.4,84%,1%,0%,9%,6%,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,4,0,0,4,27,4
36047049800,-73.98274856,40.64556583,498,Kings,4580,51.069869,83.3,81.2,17.5,51795,51.5,6.1,40%,4%,0%,46%,10%,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,1,0,0,1,19,3
36047049900,-73.94665442,40.72125111,499,Kings,1793,58.17066369,91,91,11,77868,44.2,10.4,87%,0%,0%,5%,8%,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,0,0,2,19,3
36047050000,-73.97783861,40.64842528,500,Kings,3508,44.01368301,76.8,76.2,20.5,75496,17.9,5.6,70%,9%,0%,12%,8%,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,1,0,0,4,19,3
36047050100,-73.94946753,40.71608033,501,Kings,2732,48.16983895,91.3,90.7,12.4,73155,46.4,4.5,80%,4%,3%,5%,8%,0,0,0,0,0,0,0,0,0,0,0,0,9,3,28,4,0,0,5,49,6
36047050202,-73.97583379,40.65365895,502.02,Kings,2351,46.2781795,86.3,84.6,21.2,75875,24.5,1.8,88%,2%,0%,5%,5%,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,1,14,2
36047050300,-73.94746989,40.71214944,503,Kings,2423,49.97936442,92.3,90.5,12.9,67610,46.1,8.6,90%,0%,0%,3%,7%,0,0,0,0,0,0,0,0,0,0,0,0,8,1,12,3,0,0,4,28,4
36047050400,-73.97356859,40.64915538,504,Kings,4687,47.59974397,83.3,81.3,14.3,86719,32.4,9,60%,13%,0%,12%,15%,0,0,1,0,0,0,0,0,0,0,0,0,12,1,19,2,0,0,6,40,5
36047050500,-73.9449425,40.70815285,505,Kings,4179,48.95908112,89.2,87.2,22.4,25775,46.5,15.7,43%,19%,1%,13%,24%,0,0,0,0,0,0,0,0,0,0,0,0,19,3,15,4,0,0,10,51,6
36047050600,-73.96666964,40.64912368,506,Kings,5630,46.26998224,77.9,75.5,16.1,44271,42.3,13.8,25%,48%,0%,5%,23%,0,0,0,0,0,0,0,0,0,0,0,0,1,6,21,2,0,0,6,36,5
36047050700,-73.946467,40.7013613,507,Kings,2452,56.89233279,46.7,41.6,2,31458,48.8,8.2,81%,7%,0%,1%,11%,0,0,0,0,0,0,0,0,0,0,0,0,9,2,14,4,0,0,16,45,6
